Title,Label
"No need to worry, banks won?t be closed for six days....Did Amit Shah Ask People At A Rally 'To Stay Back For Five Minutes To...",0
Country received Û÷above normalÛª rainfall during 4-month monsoon: IMD,1
Fact Check: Did cops nab Muslim SDPI activist disguised as Sikh in farmers' protest?.Fact Check: Did Rajasthan Congress workers shout pro-Pakistan slogans?,0
Rahul Gandhi first tears into PM Modi with a furious speech and then hugs him,1
Bengal not given time slot to speak at PM session: Reports,1
"No, this is not a photo of Indias National Maritime Museum in Mumbai.No, this is not a photo of a national highway in western India",0
Fisherman killed in tiger attack in BengalÛªs Sundarbans,1
"Ajit Pawar quits as Dy CM ahead of floor test, CM Fadnavis to address media at 3.30 pm",1
"Police register case against Punjabi singers for propagating violence, gun culture",1
"105-year-old Afghan woman beats COVID-19, discharged from UP hospital",1
"Rhea Chakraborty gets bail in drugs case, released from Byculla jail after nearly a month",1
Students from riots-hit northeast Delhi may be at a disadvantage in DU admission: Professors,1
ï¿½Is it a crime my name is Khan?ï¿½ Jharkhand Muslim cop hits back at protester,1
Fact Check: Lemon and baking soda cannot cure Coronavirus,0
"Samajwadi Party leader, son shot dead in UPÛªs Sambhal district",1
Fact Check: Did CM Kejriwal Offer Namaz At Jama Masjid On...,0
"Ladakh includes Aksai Chin, says Ram Madhav amid India-China tensions, asserts Ôwill fight for self respectÕ",1
"CRPF jawan, civilian killed after terrorists attack patrol party in J-KÛªs Sopore; 2 soldiers critical",1
"Coronavirus HIGHLIGHTS: With 59,88,822 recoveries, IndiaÛªs recovery rate rises to 85.81%",1
"Amid studentsÕ strike, JNU further extends semester registration date",1
"Modi govt should include Muslims under new Citizenship Act, says Sukhbir Singh Badal",1
Fact Check: Picture of Yogi watching Hathras victims live cremation is morphed,0
"Places of worship start prep to reopen, wait for Delhi govt's guidelines",1
"At BJP national executive, about 3 crore members go missing",1
"Efforts on to evacuate 2,000 stranded tourists in Goa, says Travel and Tourism Association of Goa",1
Û÷India already seeing green shoots of economic recoveryÛª: PM Modi at India Global Week 2020,1
"Azad down the pecking order in Congress poll panels in J&K, state unit up in arms",1
"Congress attacks govt over removal of masks, hand sanitisers as essential commodities",1
"Û÷KalidasÛª vs Û÷SurdasÛª: NDA allies JD-U, LJP lock horns ahead of Bihar polls",1
"Iranian, Russian sanctions issue will be resolved, says hopeful India after talks with US",1
"Dharavi's COVID-19 tally tops 3,500 with 11 new cases",1
"Meghalaya set to reopen for tourists from December 21, state govt issues SOP",0
"Sabarimala Braces For Special Prayers, Police Restrict Assembly Of People",1
BJP gets kids to protest against Udhhav Thackeray's Maha Vikas Aghadi govt; draws flak from son Aaditya,1
Jagan Reddys YSRC wont accept Lok Sabha deputy speaker post over AP special status,1
"Nearly 255 million jobs lost due to Covid globally, signs of economic recovery fragile  ILO",1
Does wearing masks reduce COVID-19 transmission probability to 1.5%? Heres the...,0
"IndiaÕs missile blitzkrieg Ð With one missile tested every four days, a clear message sent out to China",1
"Modi to attend BRICS summit, share platform with Xi again",1
Centre extends nationwide lockdown for Ôtwo weeksÕ beyond May 3,1
Ajit Pawar ÔbackstabbedÕ people of Maharashtra by joining hands with BJP: Sanjay Raut,1
"Coronavirus pandemic LIVE | Kerala reports Indias 20th fatality; global death toll tops 27,000",1
"Man held in Odisha for making objectionable remarks against PM, UP CM",1
Sharad Pawar on ally Rahul Gandhi: He appears to lack consistency,1
India returns Chinese soldier who had strayed across,1
"My loyalty is to Congress ideology, not any individual: Sanjay Jha",1
ÔCowardly actÕ: Governor condemns killing of 5 Bengal labourers by terrorists in J-K,1
"Kathua Rape: J&K Police Rubbishes Reports Published By Dainik Jagran, Confirms Sexual Assault",0
India set for comfortable victory in UN Security Council elections,1
There are no positive COVID-19 patient working in Prince hotel at Hyderabad.Fact Check: Covid-19 rumours about Hyderabad hospital circulate on social media,0
ï¿½Consolidating anti-BJP secular spaceï¿½ ï¿½ what poll-bound Bengal sees in Mamata-Sonia bonding,1
Covid-19: SC dismisses former UP DGP's PIL seeking quashing of lockdown violation FIRs,1
Arvind Kejriwal talks of ï¿½politics of 21st century Indiaï¿½ as he takes charge of Delhi again,1
"For 9th consecutive day, below-50,000 fresh Covid cases reported",1
"Yogi-Nitish duel on CAA is NDAï¿½s ï¿½fixed gameï¿½ for Bihar, says Tejashwiï¿½s party",1
"Nationwide lockdown in containment zones till June 30; shopping malls, hotels allowed from June 8",1
Who is Collin Morikawa? Meet the 23-year-old who's made breaking records a habit,1
ÔThere wonÕt be any dearth of buses soonÕ: CM Arvind Kejriwal assures Delhi,1
No RSS members were arrested with 1000 Kg explosive; hereÕs the...,0
Assam to delete names from NRC,1
No reduction but significant increase in width of Ghazipur landfill: AAP rubbishes GambhirÛªs claim,1
Former PM Manmohan Singh congratulates Nobel laureate Abhijit Banerjee,1
Karnataka to ensure private hospital beds for Covid patients,1
"Minister Javadekars Coal Tax Claim True, But Less Than 20% Has Gone Into Clean Energy & Environment Projects. Electoral Bonds Will Clean Up Political Funding: Finance Minister. Thats Unlikely",0
"Did this photographer cry after Dhoniâs run out? No, old image of Iraqi photographer viral",0
Why no oneï¿½s talking about Punjabï¿½s drug problem in these elections,1
"Fact Check: No, Naseeruddin Shah never said 'India is a pathetic country'",0
Kerala Is Not What RSS Magazine Says It Is,0
"Over 40,000 arrested since March 25 for lockdown violation, says West Bengal police",1
"Gujarat Declared Free Of Open Defecation A Year Ago. But In 4 Districts, Toilets Without Walls, Water And Unconvinced Locals",0
"No, Hamid Ansariâs budget was not six times that of the President",0
"Sanjay Jaiswal made BJPs Bihar unit president, Satish Punia partys Rajasthan chief",1
"Prohibitory notices issued to 4,000 people in Aligarh ahead of Friday prayers",1
"After 7-month hiatus due to Covid, Kalka-Shimla toy train back in service today",1
ÔTN CM who blindly support police murders is prime accusedÕ: Kamal Haasan on father-sonÕs custodial death,1
China Foreign Minister makes rare Tibet visit,1
Fact Check: Fake Ministry Of Tourism Circular Claims Restaurants Shut Till October 15. The Ministry of Tourism has NOT issued any order of closing down restaurants till October,0
"No, Yogi Adityanath Did Not Say 'Our Job To Save Cows, Not Women'",0
"11 killed, 17 injured in Vadodara road accident; President, PM express sorrow",1
"Like other Congress CMs, Kamal Nath says MP wont implement citizenship law",1
"Arvind Kejriwal meets LG Anil Baijal, will take oath as Delhi CM on Feb 16",1
"The link between Arogya Bharati, that promises genius babies, and the RSS that OpIndia couldnÕt find",0
Financial Package Continues Govt's Efforts To Help All Sections: PM,1
Kamal Nath govt teeters on edge as 17 Congress MLAs fly to Karnatakaï¿½,1
"Fact Check: Murder Of Ankit Garg Given Communal Colour By Media, Police Says Not A Case Of Honour...",0
Researchers at IIT-Hyderabad develop low-cost test kit for COVID diagnosis,1
Sri Lankan president Sirisena calls for resignations of defence secretary & police chief,1
Bihar man digs 5-km canal to bring water to his village,1
Street Play Passed Off As TMC Favouring Rohingyas,0
Cases may peak in June-July: AIIMS,1
Farmers protests highlights: Delhi-Jaipur road blockade likely tomorrow despite PMÕs assurance; hunger strike from Dec 14,1
MP Assembly bypolls: Bhind cops stamp bullets with QR code to curb gun violence,1
Nitish Kumars JD(U) gets state party status in Arunachal Pradesh,1
"In MP town where Ambedkar was born, Dalits are made to feel like gandi naali ke keede",1
How A Video From Karnataka Spurred A Mob Attack In Malegaon,0
Fact Check: Lockdown violators made to clean lake? HereÕs the truth...,0
Arrest of top LeM terrorist major success for J&K police,1
Why Modi-Shahs BJP bent its rules for Yediyurappa,1
Punjab Police launches probe against gun house owners to break nexus with gangsters,1
Case after Rs 5.25 crore found missing from daily collection account of Statue of Unity,1
Gujarat riots case: Supreme Court to hear Zakia JafriÕs plea challenging clean chit to PM Modi,1
Priyanka Gandhi Vadra demands strict action for those responsible in hooch deaths,1
"Railways starts screening of passengers in moving trains; blankets, curtains removed for sanitisation",1
IAF demonstrated its operational capability: Air Chief Marshal Bhadauria,1
"This House session, seats in chambers, galleries for MPs",1
Images From 2015 Heatwave In Karachi Falsely Shared As Balakot Air...,0
Where are the fake notes? Even RBI doesn't know',0
Did Kanhaiya Kumar Take A Dig At Arvind Kejriwal?. Did Amit Shah Meet Arvind Kejriwal With Shoe In Hand?,0
"Rahul Gandhi meets Maharashtra Congress ministers, says dont compromise party ideology",1
"Fact Check: No, ICMR hasnt prescribed this drug to prevent Covid-19",0
"President Kovind tells governors to rope in pvt doctors, relief workers to combat COVID-19",1
Payal Ghosh calls #MeTooIndia movement 'fake',1
ÔAashiquiÕ actor Rahul Roy hospitalised following brain stroke,1
$400 mn pact with Maldives for mega connectivity project,1
MDL launches fifth Scorpene-class submarine Vagir,1
Fact Check: Has TATA Motors Launched Cab Service To Compete Against...,0
"From firm footing, KCR faces tough battle in Telangana",1
"Did Big B, SRK, Aamir actually serve food at the Ambani.... Fact Check  After uproar, PETA billboards promoting vegan Bakr Eid pulled down in Lucknow",0
The picture of crossing the river hanging from a rope is old and it has no relation with India.,0
"Fact Check: This video has nothing to do with anti-CAA stir in Uttar Pradesh. Shiv Sena leaders share photo of Maharashtra boat ambulance, but it doesnt run in India",0
Telangana man gets death for killing 9,1
People must not pay more fares when booking tickets via travel agents on Vande Bharat flights: Centre,1
Cops launch probe into Û÷derogatoryÛª posts about Disha Salian,1
"Maharashtra govt allows gyms, fitness centres to reopen from Oct 25",1
"Fact Check: PMO Indeed Sent Rs 1,064 Back To Onion Farmer, But Didn't Ask To Transfer Again Online",0
"False claim suggests Sunni Central Waqf Board to build ÔBabri HospitalÕ, appoint Dr Kafeel Khan",0
"Rajasthan temple priest set on fire in Karauli over land dispute, accused arrested",1
Rahul Gandhiï¿½s strike rate is better than Narendra Modiï¿½s in Hindi heartland,1
Video From Mumbai Peddled As Police Retaliation For Attack On Indore.... Mock Drill At Ahmednagar Bus Stand Falsely Shared As Terror Attack In...,0
"Maharashtra reports 5,092 new COVID-19 cases, 110 die",1
"With only 19 seats in Bihar Assembly, Congress dissenters question leadership of Gandhis",1
"Man donates plasma six times, highest in Haryana",1
"No, These Kids Are Not Survivors Of A Train Mishap In Kanpur",0
Fake: Kiron Kher did not say rapes are a party of Indian tradition and culture,0
"Malnutrition, Air Pollution & Dietary Risks Drive Death And Disability In India",0
Video Of Professor Hameeda Nayeem Shared As Maharaja Hari Singh's....Fact Check: Manmohan Singh was NOT the Prime Minister of India...,0
489 people go home after completing 14-day quarantine in Kashmir,1
Fact Check: Picture of Delhiï¿½s Akshardham temple shared as proposed design...,0
Fire breaks out at ONGC plant in Surat following 3 blasts,1
"Fact Check: No, this fountain is not powered by om.Fact Check: No, this is not a photo of Cyclone Vayu",0
"Farmers' protest: Cop makes way for ambulance stuck in heavy traffic jam on DND flyway.No, this video does not show Indian trucks on a train because diesel prices have gone up",0
100-day drive to provide drinking water to schools begins,1
Padubidri beach in Karnataka gets Ôblue flagÕ recognition,1
"Ex-MoS Dilip Ray, others convicted in coal blocks allocation scam",1
Facebook controversy: BJP MP writes to LS Speaker seeking removal of Shashi Tharoor as IT panel chief,1
TRS says its open to forming federal front with Congress but with conditions,1
Fact Check: Picture of nurse tending to a muslim man being...,0
Fact Check: This is not a supermarket run by farmers in Bengaluru,0
"BJP struggles to spread Modis atmanirbhar message, meets only 30% of its target",1
Gujarat: Interstate racket of fake ITC worth Rs 154 crore busted,1
Andhra Pradesh makes seven-day quarantine mandatory for flyers,1
Behind The Image: Pics Of A Doctor Speaking Through A Curtain To Group ...,0
Delhi cops probe Instagram chat group Û÷Boys locker roomÛª,1
Fake Quote Claiming Kangana Ranaut Slammed Shabana Azmi Revived,0
Many liquor shops in Delhi shut after crowd turns unruly,1
"Wary of poll fallout, BJP said to be rethinking on pushing Ram temple issue",1
"Without planning commission, states & Centre need forum for policy dialogue ï¿½ N.K. Singh",1
"Citizenship Amendment Bill passed in Rajya Sabha, to be law soon",1
"A decade after juntaÕs end, Myanmar military back in control",1
"Respect IndiaÕs sovereignty, Pak, China told at SCO meet",1
Fact Check: Wrong girl goes viral on social media as Hathras victim?,0
Old video where salon attendant applies saliva on customerÕs face falsely shared with Muslim angle,0
Fact Check: Did a Hyderabad school Principal misbehave with a parent when questioned about fee charged?. Is this bleeding JNU student injured by police when protesting against fee hike? Fact Check,0
Û÷SecretÛª proceedings to extradite Mallya,1
Army jawan killed in shelling by Pak along LoC in J-KÛªs Rajouri; fourth to die this month in ceasefire violation,1
"For 6th day, recoveries surpass daily caseload",1
Fact Check: Viral image of Tricolour at Srinagarâs Lal Chowk is FALSE,0
"Bill Gates, vaccines and population control make for infectious conspiracy theory.Fact Check: Blood clot the main reason for Covid-19 death, claims conspiracy theory",0
"Man arrested in rape, murder of 6-yr-old girl in Rajasthan, confesses to crime",1
Fact Check: Did Kamala Harris Threaten Trump Supporters?,0
Odisha set to start Covid-19 vaccinations at 161 sites,1
"Dismiss revision petitions filed by Capt Amarinder Singh, son: I-T dept in court",1
Lt General-level border meeting next on agenda,1
BJP Misses Minus Sign While Sharing India's IMF GDP Growth Data,0
Gujarat: Kangaroo care helps baby born in 28 weeks to nurse survive,1
Can A WhatsApp Message Steal Your Fingerprint?,0
"Beijing, Delhi should be partners and not rivals: Chinese Ambassador amid border tensions",1
"Former President Pranab Mukherjee passes away; President, Vice-President, PM express grief",1
Why talks of a secular front against BJP & Trinamool have hit a wall in Bengal,1
Misinformation Around COVID-19 And Other News You Almost Believed,0
Resignation by top Bengali daily editor triggers controversy,1
"On hunger strike, DCW chief rushed to hospital after health deteriorates",1
"ï¿½Secularists & distoriansï¿½, not Muslims, scared of real history ï¿½ RSS editorial on Ram Mandir",1
Niti Aayog at 6  some ideas too ambitious but Modi think tank has many reforms up its sleeve,1
Coronavirus outbreak | 28 positive cases in India; Rashtrapati Bhavan cancels Holi events,1
"Bihar Assembly Election 2020: More than 52,000 voters opt for postal ballots for Phase-1",1
"Ruling LDF in Kerala to field 6 sitting MPs, MLAs in Lok Sabha polls",1
ÔOne particular community will be targetedÕ: SC denies permission for Muharram processions,1
"Violence erupts at JNU; teachers, students beaten up, JNUSU alleges ABVP involvement",1
RJD warns its workers against celebratory firing on Bihar poll result day,1
Old photo from UK falsely shared as Indian flag desecrated during farmersâ protest,0
Elgaar Parishad case: NIA takes 83-year-old rights activist Stan Swamy into custody,1
Fact Check: Nobel laureate Abhijit Banerjee not on Twitter; All handles claiming it's him are fake,0
EC issues counting day guidelines to ensure distancing norms,1
Fact Check: Social Media Hoax Links Bird Deaths To 'Reliance Jio's 5G Trial',0
Father behind murderous assault on woman who escaped rape bid; case of attempted honour killing: Police,1
"Prez, PM, others pay tribute to Chief architect of Constitution BR Ambedkar on his birth anniversary",1
Fact Check: This IAF woman pilot was not a part of...,0
"2,436 new coronavirus patients found in Maharashtra, 139 deaths",1
"Fountain springs water upon chanting ÔOmÕ? No, it is voice-activated",0
Bengal COVID warriors worry over size of PPEs,1
Wouldnï¿½t have spoken different language if I were in finance ministry ï¿½ NK Singh after Budget,1
"Live heart reaches AIIMS from IGI in 12 mins, saves life",1
"India speeds up Pfizer, Oxford vaccines review as UK begins roll-out",0
Power Ministry launches Û÷#iCommitÛª campaign on World Environment Day,1
Section 144 Imposed In Parts Of Delhi After Violence Over Ram Rahim Verdict,1
"MVA govt ÔnaturalÕ, will stay on: Sanjay Raut",1
HAL employee arrested for supplying aircraft info to PakistanÕs ISI,1
News from 2010 shared as Canadian govt refusing visas to Indian army personnel,0
TÕgana adopts resolution urging Centre to confer Bharat Ratna on Narasimha Rao,1
"President promulgates two ordinances to boost to rural trade, agriculture",1
Did Umar Khalid Raise 'Hinduon Se Azaadi' Slogan At Mumbai Protest?,0
SBI Clerk Prelims Results 2020 declared: Heres how to check your prelims result,1
"J&K cadre of IAS, IPS and IFoS officers merged with AGMUT over a year after Article 370 move",1
Madhya Pradesh chief minister sets up Ôcow cabinetÕ,1
"ÔWe asked for 2 days but got 6 monthsÕ, says Uddhav Thackeray on PresidentÕs rule in Maharashtra",1
"Fact Check: Johns Hopkins Graph Misinterpreted, Shared With Claim Of Herd Immunity Attained In USA....Fact Check: Blood clot the main reason for Covid-19 death, claims conspiracy theory",0
"ÔHindus imply to 130 crore people in countryÕ, says Mohan Bhagwat",1
"ÔGrit, mettle and characterÕ: Colleagues praise CJI on Ayodhya verdict",1
Depression is not âlow moodâ: Misleading advice from the Ministry of Health,0
Fact Check: Did former European Commission prez say Indian voters are foolish?.Fact Check: Biden didn?t ignore India; foreign leaders are not invited to US Presidential inauguration,0
This I-Day forward on Whatsapp is not forging your fingerprint.ISIS is not trying to hack your WhatsApp profile picture,0
Defence Ministry suspends business dealings with Vectra company over Tatra case,1
"No, This Photo Of Rajiv Gandhi And Narasimha Rao Was Not Taken At...",0
Bengal Governor notice to Cooch Behar Panchanan Barma University for not inviting to convocation,1
Want ÔBharat Mata ki jai or Jinnah wali azadi?Õ: BJPÕs Prakash Javadekar to Delhi voters,1
"No, this not a photo of a Muslim politician from the Indian National Congress party harassing a Hindu woman.No, this is not a real photo of a Indian Communist Party politician campaigning with an image of a Kashmiri separatist leader",0
Doctored Video Claims Obama Threw Away Melania-Donald Trump's Gift. Barack Obama tossing away Melania Trumps gift is digitally edited.,0
Marriage Certificate Mandatory For Buying Condom: Dr. Harshvardhan,1
Video Of An Art Installation Falsely Shared As TN Politician's...,0
Nitish Kumar 'insulted' Ram Vilas Paswan: Chirag Paswan in his letter to BJP chief JP Nadda,1
DGCA issues detailed refund guidelines after SC verdict,1
"Tried reaching out to PM Modi on farm laws but he didnt listen, says AAP MP Bhagwant Mann",1
Powers of DGP to transfer SHOs assigned to advisor,1
Delhi riots debate: Congress calls Amit Shah ï¿½Neroï¿½ as BJP blames Muslim leaders,1
Jaggery traders observe strike to protest government inaction against Ôgur mafiaÕ,1
Fact Check: Controversial polls by a different account on Twitter drags in Republic TV.Fact Check: Misleading claim on controversial FRDI Bill goes viral with old video,0
"Fact Check: No, these rail coaches are not manufactured under Make In India",0
"SC issues notice to WhatsApp, Facebook over new privacy policy",1
ï¿½People have been terrorised into silence. But you canï¿½t buy peace through threatsï¿½ ï¿½ Mehbooba,1
MP goes to Parliament dressed as Hitler to show Modi what heï¿½s become,1
"India records 4,221 Coronavirus cases, 114 deaths; Maharashtra tally nears 900 with 45 fatalities",1
Yogi govt announces 16-digit Unicode system to mark landholdings in UP,1
"WhatsApp isnt shutting down, you dont have to pay to use it. Viral forwards are fake. Fact Check: Is Mamata Govt Not Allowing To Move Onions Across Border To Keep Prices Inflated?",0
Dainik Jagran and Amar Ujala portrayed J&K civilian as slain terrorist,0
"Financial stability is a public good, need to preserve it ï¿½ Shaktikanta Das",1
Manipur woman innovator to make mask from lotus stem,1
"Modi, Suga agree to bolster bilateral ties",1
India can export pomegranates to Australia,1
Did Mahua Moitra violate Model Code of Conduct as alleged by BJP?,0
"Migrants to be screened for Coronavirus sprayed with disinfectant in Delhi, SDMC says its a mistake",1
Ananth Kumars demise a big setback for BJPs Karnataka 2019 plans,1
This video of car explosion is not from India; heres the...,0
Video Of Alleged Molester Thrashed In Train Shared With Communal Spin,0
"Waris Pathan didnât threaten police to open mosque amid lockdown, viral video is 4 years old",0
Gandhis slam UP govt over safety of women in state,1
Heres the truth behind the viral picture of this grieving woman,0
"Political row as Cong says will submit migrant ticket costs to state chief secretaries, railways",1
Deliberate attempts on to vitiate peaceful atmosphere in Jammu region: J&K Muslim activists,1
Missing JNU student has not joined ISIS; heres the fact check,0
"India, China reach a five-point consensus to de-escalate tensions in eastern Ladakh, to Ôquickly disengageÕ troops",1
A Luxury Yacht And 5-Year-Old Firm In Middle Of An Unusual Insolvency Case,1
"10,667 new cases take India's corona tally to 3.43 lakh",1
"3 siblings, upset after motherÛªs death, commit suicide",1
Û÷Aadhaar cardÛª mandatory for getting haircut in Tamil Nadu amid pandemic,1
"Jean Drze is an Indian National, repeating a lie will not change the FACT",0
Protest march to Delhi: Farmer leaders held in night raids,1
EPF To ELSS: Five Key Investments You Can Make Under Section 80C,1
"Modi praises separatists, says strike mark of respect, recognition",1
"Û÷Covid-19 situation in Latur district under control, CFR has come down to 2.8 pcÛª",1
2 youth rape 17-year-old girl in UPs Mahoba,1
No need to shut entire office building: Workplace guidelines,1
3 get 3-month jail for scandalising judiciary,1
DDC Phase 2: South Kashmir pulls down Valley turnout to 33%,1
"Navies of India, Singapore, and Thailand conducting trilateral maritime exercise Sitmex-20 in Andaman Sea",1
Gorakhpur police warning against false child-lifting rumours doctored and shared online,0
"Downfall in GDP worrisome, hope govt wakes up: Manmohan Singh",1
ï¿½Ruler is one who creates wealthï¿½ ï¿½ FM Nirmala Sitharaman quotes poet Thiruvalluvar again,1
Fact Check: Indian Railways is not being fully privatized; hereÕs the...,0
Phase 2 trial of Oxford Covid-19 vaccine candidate begins in Pune,1
This picture is NOT from anti-CAA protest; heres the fact check,0
Old video of Bihar CM Nitish Kumarâs convoy attacked shared as recent ahead of state polls,0
PronÌ?sticos sobre el avance de los ciclones Laura y Marco en el Caribe y EE.UU. ÛÒ CNN,1
"Fact Check: No, These Animals Did Not Die In Bandipur Forest Fire",0
Viral: Photoshopped image of Times of India article on Modi and Xi,0
Congress hits out at ï¿½dishonestï¿½ Modi government over Whatsapp row,1
"After Faridabad womanÕs murder, Haryana considers law to tackle Ôlove jihadÕ",1
"With Manohar Parrikar indisposed, BJP concerned about go Goa gone",1
Celebratory firing: 20-year-old woman dies after being shot,1
Fact Check: Did Rajasthan Congress workers shout pro-Pakistan slogans?.Fact Check: Did cops nab Muslim SDPI activist disguised as Sikh in farmers' protest?,0
"Fact Check: Who is meeting Gurmeet Ram Rahim in this viral photo? No, not Kapil Sibal.Fact Check: Tulsi Gabbard Is Of Indian-Origin? Not Really!",0
"8 arrested after college mate blackmailed, raped in Jhansi hostel; district admn mulls invoking NSA",1
Fact-Check: Photos Claiming Dalits Beat To Death A Jodhpur Policeman Are Fake,0
"Delhi govt seeks Rs 5,000 cr from Centre to pay employees",1
Fact Check: This video of BJP workers attacking a house is not from Bengal,0
Fact Check: Ramachandra Guha's 'Five-Time Dynast' Remark Taken Out Of...,0
"BJP leader takes a train from Amritsar to Ayodhya, says no ï¿½achhe dinï¿½ in railways",1
RaGa didnÕt say he would settle in London; hereÕs the truth...,0
"Û÷IndiaÛªs global strategy in tatters, losing power and respect everywhereÛª: Rahul Gandhi attacks Centre",1
Fact Check: Old suicide incident from UP misleadingly linked to lockdown.Fact Check: Old video of man being thrashed falsely linked to corona lockdown,0
"Banned for violating hate speech policy, BJP MLA Raja Singh claims not on Facebook since 2019",1
Defence Minister Rajnath Singh reviews progress of infrastructure projects in border areas,1
"Kerala Congress chief?s rape remark not first controversy, he called KK Shailaja ?rock dancer?",0
RInfra Wins NHAI Project Worth Rs 8.82 Bn For Six-Laning NH-2 Section,1
"Love in Congress, divorce in BJP  story of Bengali couple separated by politics",1
SEZs Return To Tepid Welcome; Govt Has No Winning Formula For Their Success,1
Fact Check: Has Government Announced Lockdown In Delhi Again? Heres The...,0
Has IndiaÕs Global Hunger Index ranking fallen from 55 in 2014 to 102 in 2019? A fact-check,0
"Amid joy and sorrow, Maharashtra tribal girl weds week after dad's suicide",1
Fact Check: Viral video of Amitabh Bachchan praising Nanavati Hospital COVID warriors was released in April.Viral video of Amitabh Bachchan thanking Nanavati hospital staff is from April,0
This man is not carrying the horse because it was bitten...,0
Video from Mexico viral as cattle washed away in floodwater in Kerala,0
"Modi wave on the rise since Balakot air strikes, says Lokniti survey",1
"RJD says Rahul Gandhi was on picnic during Bihar polls, Congress blames ?caste politics?",0
List of Gundas contesting Delhi Assembly elections,0
"At 61K, sharpest drop in daily Covid cases",1
Watch robbers follow 'Covid protocol' as they loot jewellery shop at gunpoint in Aligarh,1
Fact Check: Ayyappa Devotee Committed Suicide A Day Before Two Women.... 26 Students Committed Suicide Every Day In 2016,0
"No, This Is Not A Pakistani Journalist Praising PM Narendra Modi",0
ï¿½The de facto CMï¿½ ï¿½ Yediyurappa backing son Vijayendra sparks dissent in Karnataka BJP ï¿½ï¿½,1
Modi govt favours easing RBIs inflation target to help it focus on growth,1
"SFIO Developing Early Warning System On Frauds, Hires Agency",1
444 persons brought back from abroad to Himachal Pradesh,1
"No, Yogi Adityanathâs Chopper Did Not Land In Bengal",0
India Ôcarefully monitorsÕ all developments on Brahmaputra: MEA on ChinaÕs plan to build major dam,1
Is INS Kalvari a product of PM Modis Make in India as claimed by Defence Ministry?,0
"Bruce Lee playing table tennis with nunchaku? No, old Nokia ad viral",0
Kashyap surprise pick as Himachal BJP president,1
"Delhi asks DMs to release 2,446 Tablighi members",1
Media misreports: Nirmala Sitharaman claimed demonetisation had no impact on economy,0
"Coronavirus India HIGHLIGHTS: Over 5,000 new cases recorded for 5th consecutive day in Delhi",1
Bihar polls: BJP expected to announce candidates over theÊweekend,1
Hathras Incident: Photo Of UP BJP Leader Peddled As Accused's Father,0
"BJP MLA ÔAnil UpadhyayaÕ talking about CAA? No, videos yet again viral with fictitious name",0
Meena Kumari A Victim of Triple Talaq Is Fake News: A FactCheck,0
Early evidence shows plasma therapy doesnÛªt prevent COVID mortality: ICMR,1
"Maharashtra reports 4,496 COVID-19 cases, 7,809 recoveries",1
"Government sends proposal to farmers, offers assurance on MSP, APMCs say sources",0
Fact check: Clickbait Facebook post on Covid-19 urging for shares gone viral,0
"Masood Azhar in Pakistan and very unwell, says foreign minister Shah Mahmood Qureshi",1
Congress tears into Modis diplomatic disasters after China blocks Masood Azhars listing,1
"Punjab heats up over Modi govt ordinances  CM opposes, Sukhbir supports, farmers to protest",1
"India rejects ChinaÛªs total pullback claim, says disengagement process Û÷yet to be completedÛª at LAC",1
Fact Check: Is this the actual footage of freedom fighter Veer...,0
"7 Punjab hospitals, PGI picked for carrying out plasma trials",1
Three American tourists rescued from Rajaji Tiger Reserve,1
Journalist Rana Ayyub targeted with fake tweet in her name on Pranab Mukherjeeâs death,0
Fact Check: Fake news about DCPâs death in Delhi violence goes viral,0
"Four years of Modiï¿½s Mann Ki Baat: Lots of policy & motivation, not one mention of BJP",1
Congress calls Devendra Fadnavis sworn in as CM for 2nd time betrayal of peopleï¿½s mandate,1
Fact Check: Viral post claiming Google CEO Sundar Pichai cast his vote in India is fake,0
This video has circulated online since 2009 -- more than one decade before the COVID-19 pandemic.This photo has circulated online since at least 2014 -- years before the COVID-19 pandemic,0
Teekhi Toon: Curious Case Of Krishi Kalyan Cess & A Growing Belly,0
"Mahatma Gandhi was greatest Hindu patriot of our times, says book RSS chief will launch",1
Maharashtra: Eight low-intensity quakes hit Palghar within four hours,1
"ÔNeither a politician, nor a terroristÕ: Agricultural scientist writes to PM after refusing award",1
Work to win over those who didnt vote for you: Modi tells BJP MPs,1
Fact-check: Was the bridge that collapsed in Bihar part of Rs 264 crore Sattarghat project?,0
Former Chandigarh MP Pawan Bansal appointed as Congress treasurer,1
Indian groom returns home with Nepalese bride to a warm reception,1
New Modi government launches new schemes for private job employees ? Fact Check!,0
Hathras case: Family of victim to appear in court on Monday,1
Yogi Adityanath government announces higher penalty for traffic violations,1
Modi calls Rahuls jibe over Rafale debate an insult to women,1
Second US presidential debate put off,1
"Lok Sabha clears 3 labour codes, Rajya Sabha 7 Bills",1
Old video of raid on T&T law firm shared as raid on BJP MP Rajeev ChandrasekharÕs house,0
"Fact Check: Will CBSE resume Class X, XII exams from 22 April?.Did WHO ask India to extend coronavirus lockdown till June 10? Fact Check",0
Union Minister Anurag Thakur in denial as Opposition questions economic slowdown,1
Five of family found dead at their house in West Bengal,1
Farooq Abdullah says Gupkar Alliance candidates not allowed to canvas in district polls,0
"People should abide by Covid preventive norms even after vaccination, says PM Modi",1
"Mumbai Police Restrictions Not New, Don't Panic: Aaditya Thackeray",1
Left Democratic Front takes lead in early trends in Kerala civic polls,1
"Nagpur believes Nitin Gadkari could be PM  if not now, then surely someday",1
